year,university_nid,country,university,rank,overall_score,International Students Ratio_score,International Faculty Ratio_score,Faculty Student Ratio_score,Citations per Faculty_score,Academic Reputation_score,Employer Reputation_score
2021,297234,Japan,University of Tsukuba,266,36.2,27.3,15.5,68.9,22.5,34.6,17.6
2021,297271,Taiwan,National Taiwan University of Science and Technology (Taiwan Tech),267,36,40.8,23.2,58.5,40.7,24.8,28
2021,297233,Germany,Technical University of Darmstadt,268,36,68.7,53.4,5.9,70.6,20.3,62.2
2021,297275,United Kingdom,University of Surrey,269,36,95.4,97.1,22.4,45.8,23.4,31.6
2021,294559,New Zealand,University of Canterbury | Te Whare Wānanga o Waitaha,270,35.9,60.2,99.6,10.7,38,35.6,37.4
2021,294866,United States,University of Massachusetts Amherst,271,35.9,25.6,35.2,16.4,56.2,41.2,16.1
2021,294865,New Zealand,Massey University,272,35.8,97.6,98.7,29.3,28.8,29.3,24.5
2021,297639,Switzerland,USI - Università della Svizzera italiana,273,35.6,100,100,86.1,29.1,4.7,5.2
2021,294630,United States,The University of Arizona,274,35.6,15.6,24.6,52,23.2,41.3,18.5
2021,884388,Australia,Deakin University.,275,35.5,82.7,97.1,5.1,48.7,28.9,39.8
2021,294238,India,Indian Institute of Technology Madras (IITM),276,35.5,1.5,2.6,31.5,50.9,34.1,50.1
2021,297506,Austria,Graz University of Technology,277,35.5,55.7,70.6,96.1,17.3,13.5,9.2
2021,924190,France,Université Paris Cité,278,35.5,19.6,17.2,20.7,56.8,43.1,7.2
2021,297022,China (Mainland),Beijing Normal University ,279,35.4,28.8,24.4,30.4,51.3,38.3,8.8
2021,297610,Canada,University of Ottawa,280,35.4,58.6,94.9,5.7,62,25.3,38.8
2021,294466,Russia,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),281,35.3,42.4,32,97.7,13.8,15.7,27.9
2021,296473,Russia,Bauman Moscow State Technical University,282,35.2,11.5,11,100,1.5,21.6,48.9
2021,294130,Germany,University of Cologne,283,35.2,37.4,57.4,27.3,23.9,39.2,42.9
2021,297051,United Arab Emirates,United Arab Emirates University,284,35.1,40.8,100,61.6,12.8,23.5,35.3
2021,297217,Estonia,University of Tartu,285,35,26,29.6,83.4,18.5,25.3,15.2
2021,294515,Ireland,University College Cork,286,34.9,46.4,91.9,42.8,23.4,28.6,31.3
2021,296684,Saudi Arabia,King Saud University,287,34.8,14.2,91.8,59.4,19.3,31,11.7
2021,297497,Spain,Universitat Pompeu Fabra (Barcelona),288,34.8,22.6,63.6,12.7,61.4,31.4,28.7
2021,297554,France,Université Paris 1 Panthéon-Sorbonne ,289,34.8,56.9,32.7,5.7,3.8,60.1,41.3
2021,297227,Finland,University of Turku,290,34.8,5.9,28.8,62,33.6,26.3,32.2
2021,294506,Canada,Dalhousie University,291,34.6,81,100,19.7,59.4,18.8,20.5
2021,294787,France,ENS Paris-Saclay,292,34.6,35.7,35.1,89.6,23.9,18.1,9.4
2021,297261,Israel,Technion - Israel Institute of Technology,293,34.6,3.6,48.2,22.4,68.7,27,27.4
2021,294859,United States,University of Miami,294,34.6,36.7,8,53.1,46.3,24.2,26.2
2021,297110,South Korea,Gwangju Institute of Science and Technology (GIST),295,34.5,7.1,15.8,39.7,100,11.7,5.6
2021,294837,United States,North Carolina State University,296,34.5,24.9,64.6,18.5,57.5,31.5,20.2
2021,297289,Australia,University of South Australia,297,34.5,61.2,100,23.4,50.4,24.4,17.2
2021,295115,Russia,HSE University,298,34.4,17,8.1,94,2.2,26.1,32.8
2021,294795,Taiwan,National Yang Ming University,299,34.4,6.5,5.6,99.9,30.9,14.8,15.2
2021,297470,United Kingdom,University of Strathclyde,300,34.3,73.7,93.5,22.4,28.2,26.4,50.2
2021,297099,United Kingdom,Heriot-Watt University,301,34.2,94,100,25,48.5,15.7,32.9
2021,294778,Italy,University of Milan,302,34.2,7.4,9.6,8,43.4,51.9,21.4
2021,294295,Australia,Griffith University,303,34.1,40.3,99.5,12.4,52.9,28.9,22.8
2021,297178,China (Mainland),Xi’an Jiaotong University,304,34.1,7.9,14.9,29.7,64.4,24.7,40.3
2021,296663,Denmark,Aalborg University,305,34,27.5,67.3,41.2,50.2,17.9,36.6
2021,294233,Indonesia,Universitas Indonesia,306,34,3.4,88.3,35.9,2.1,40.9,52.9
2021,297526,France,Université Paris-Saclay,306,34,35.3,41,68.3,29,24,8.8
2021,294869,Germany,Universit01t Mannheim,307,33.7,24.7,32.5,3.8,85,17.8,58.1
2021,297228,Italy,Politecnico di Torino,308,33.5,35.6,4,3.1,52.1,37.5,52.7
2021,297486,United Kingdom,Royal Holloway University of London,309,33.5,94.5,97.3,23.3,53,18.5,10.9
2021,297268,Australia,University of Tasmania,310,33.5,98.1,83.6,19.1,58.1,19.8,8.8
2021,296463,Spain,Universidad Carlos III de Madrid (UC3M),311,33.4,32.3,41.4,54.2,9.4,30.6,46
2021,294384,Germany,Goethe-University Frankfurt am Main,312,33.4,31,5.2,23.8,18.1,48,37.9
2021,294615,Indonesia,Bandung Institute of Technology (ITB),313,33.3,1.7,36.3,52.8,4,38.3,45.1
2021,294239,India,Indian Institute of Technology Kharagpur (IIT-KGP),314,33.2,1.1,4.9,21.7,70.2,26,39.2
2021,294393,Russia,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),315,33.2,82.7,49.6,97.7,9.1,9.2,13.6
2021,294553,Spain,Universitat Politècnica de Catalunya ・ BarcelonaTech (UPC),316,33.2,26.3,11,50.6,21.6,33.7,32.3
2021,293625,Belarus,Belarusian State University,317,33,30.4,4.6,97.6,1.7,19.1,35.9
2021,294454,Germany,Friedrich-Alexander-Universit01t Erlangen-Nürnberg,318,33,23.5,28,2.7,94.6,22.5,17.4
2021,294489,United Kingdom, University of Dundee,319,32.9,65.4,85.8,57.6,21.7,19.3,15.4
2021,294235,United States,Indiana University Bloomington,320,32.6,19.2,42.9,30.6,26.4,38.8,24.2
2021,294260,Japan,Hiroshima University,321,32.3,17.7,14.1,87,14,22.5,13.1
2021,297198,Poland,University of Warsaw ,322,32.3,10.5,8.5,37.3,6.7,43.6,48.9
2021,297293,Canada,Simon Fraser University,323,32.1,90.2,93.8,6.2,49.8,23.8,19.8
2021,884447,China (Mainland),Southern University of Science and Technology (SUSTech),324,32.1,1.7,48.4,96.7,38.6,5.5,1
2021,294189,Germany,Universit01t Jena,325,32.1,25.4,,99.6,13.4,19.5,2.4
2021,294196,Poland,Jagiellonian University,326,31.9,11.3,4.3,55.4,6.5,34.9,45.9
2021,294227,Spain,IE University,326,32,100,89.6,70.7,3.8,7.6,44.6
2021,293373,Argentina,Pontificia Universidad Católica Argentina,327,31.9,12.3,2.5,98.8,1.1,16.8,43.2
2021,296468,Russia,RUDN University,328,31.9,95,11.5,87.9,1.7,14.7,26
2021,297213,Spain,Universitat Politecnica de Valencia,329,31.9,20.5,6.1,78.9,18.3,24.5,11.9
2021,297206,United States,Virginia Polytechnic Institute and State University,330,31.9,25.2,56.9,27.2,36.6,29.3,31.5
2021,294806,Taiwan,National Taiwan Normal University,331,31.8,31.6,12.8,68.5,10.8,31,11
2021,296475,Russia,Ural Federal University - UrFU,332,31.8,43.1,16.4,92.2,2.4,20.8,13.8
2021,294477,South Korea,Ewha Womans University,333,31.7,30.4,8.6,80.3,14,21.7,20.1
2021,297222,Sweden,Umea University,335,31.7,11.5,27.1,80,24.3,19.9,7.3
2021,297469,Germany,Universit01t Stuttgart,336,31.7,51.5,43.2,5,55.7,24.9,46.7
2021,297224,United Kingdom,University of East Anglia (UEA),337,31.7,60.8,70.4,24.4,56.4,19.3,10.4
2021,294268,United States,University of Hawai02i at Mānoa,338,31.7,17.7,56.4,54.9,45.2,16.6,11.4
2021,294178,Finland,University of Jyv01skyl01,339,31.7,5.2,36.5,86.3,22,17.2,8.5
2021,297216,United States,University of Utah,340,31.7,10.1,33,68.5,40.1,17,8.5
2021,297176,United States,Yeshiva University,341,31.6,10.6,,97,49.8,2.8,3.8
2021,325908,France,Université Grenoble Alpes,342,31.5,30.8,26.4,11.8,37.4,43.6,12
2021,297524,Czechia,"University of Chemistry and Technology, Prague",343,31.5,63.7,23.9,99.4,18.5,6.4,8.1
2021,297511,United Kingdom,"Birkbeck, University of London",344,31.4,98,97.8,14.5,63.4,13.6,4.2
2021,297223,Germany,Ulm University,345,31.4,24.1,44.5,82.3,38.2,7.9,5.2
2021,295395,United Kingdom,SOAS University of London ,346,31.1,100,100,35.4,21.4,21.3,10.3
2021,294802,United States,University at Buffalo SUNY,347,31.1,43.4,82.3,7.3,70,20,11.3
2021,297642,United Arab Emirates,American University of Sharjah,348,31,100,100,34.4,15.2,19.4,31.7
2021,295119,Russia,MGIMO University,349,31,51.5,15.7,100,1.4,11.7,24.9
2021,294034,United Kingdom,"City, University of London",350,30.9,99.6,94.8,10,45.5,19.3,21.4
2021,294240,India,Indian Institute of Technology Kanpur (IITK),351,30.9,1.2,1.5,17.4,60.1,29,35
2021,295513,Brunei,Universiti Teknologi Brunei,352,30.9,7.6,99.3,91.5,7.8,11.5,9.1
2021,294358,United States,George Washington University,353,30.8,44.1,36.6,31.6,33.6,27.2,26.2
2021,294743,Denmark,University of Southern Denmark (SDU),354,30.8,26.4,85.4,36.1,39.9,19.6,20.3
2021,297119,Pakistan,National University of Sciences And Technology (NUST) Islamabad,355,30.5,5,3.3,77.8,10.6,17,54.1
2021,294839,Germany,University of Münster,356,30.3,7.8,29.3,38.1,19.1,35,28.7
2021,295110,Kazakhstan,L.N. Gumilyov Eurasian National University (ENU),357,30.2,6.1,25.3,96.9,1.5,17.9,16.1
2021,296493,Portugal,University of Lisbon ,358,30.2,37.9,7.3,12.9,38.1,38.6,21.5
2021,297070,Portugal,University of Porto,359,30.2,18.1,5.3,14.1,44.8,37,22.5
2021,294172,Russia,ITMO University,360,30.1,50.7,24.9,91.2,7.7,11.9,16.1
2021,294764,Norway,Norwegian University of Science And Technology,361,30.1,10.8,72.7,28.6,26.8,30.9,22.6
2021,294049,Austria,Johannes Kepler University Linz,362,30,23.3,77.7,66.9,23.9,11.3,21
2021,294051,Sweden,Link02ping University,363,30,15.6,63.9,27.8,49.7,20.4,22.2
2021,294773,United States,Northeastern University,364,30,95.1,76.3,23.1,36.5,20.1,12.9
2021,296773,Japan,Tokyo Medical and Dental University (TMDU),366,30,15.3,2.8,100,20.1,11,5.4
2021,293821,Macau SAR,University of Macau,367,29.9,96.2,100,22.4,51.8,11.2,6.2
2021,294583,United Kingdom,Brunel University London,368,29.7,98.1,99.6,13.1,55.6,10.7,16.1
2021,297251,Netherlands,Tilburg University,369,29.7,42.5,89,13.9,52.1,15.1,37.5
2021,294158,Russia,Kazan (Volga region) Federal University,370,29.5,69,9.2,82.7,4.3,18.2,7.5
2021,297210,Canada,University of Victoria (UVic),371,29.5,65.3,91.9,4,64.5,16.5,11.4
2021,297071,Australia,Swinburne University of Technology,372,29.4,91.7,98.1,17.6,42.3,14.8,17.9
2021,295180,Pakistan,Pakistan Institute of Engineering and Applied Sciences (PIEAS),373,29.2,,,95.3,35.9,5.3,6.4
2021,297276,United States,"Stony Brook University, State University of New York",374,29.2,72,48.7,33.2,35.9,20.9,8.6
2021,293342,Oman,Sultan Qaboos University,375,29.1,3.8,100,73,12.6,13.2,13.1
2021,297201,New Zealand,University of Waikato,376,29.1,85.3,96.8,10.7,41.4,19.6,16.1
2021,297009,China (Mainland),Nankai University,377,29,6.8,18.3,29.4,59,23.6,4.9
2021,293454,Argentina,Universidad de Palermo (UP),378,29,97.1,32.1,87.6,1.2,8.9,10.1
2021,293867,Malaysia,Taylor's University,379,28.9,86.1,52,41.3,4.5,16.4,60.7
2021,297503,Brazil,Universidade Federal do Rio de Janeiro,380,28.8,1.9,5.9,16,12.7,51.3,20.2
2021,294152,United Kingdom,University of Kent,381,28.8,59.4,97.8,20.5,37.1,20.7,10
2021,297200,United States,Wake Forest University,382,28.8,16.3,8.2,100,19.6,6.7,7.6
2021,294237,India,Indian Institute of Technology Roorkee (IITR),383,28.7,2.7,1.1,11.7,92.7,13.8,19
2021,297597,United Kingdom,Oxford Brookes University,384,28.7,65.9,64.4,14.1,13.1,27.1,57
2021,297565,Italy,University of Pisa,385,28.7,4.9,5.9,9.5,36.2,42.6,18.1
2021,294169,United States,University of Kansas,386,28.7,11.8,32.7,76.5,16,15.9,14.7
2021,297139,New Zealand,Lincoln University,387,28.6,99.5,96.8,43.3,28.8,8.6,7.8
2021,297367,China (Mainland),Shanghai University,388,28.6,6,45.8,56.5,19.3,24.5,8.7
2021,295098,Taiwan,Taipei Medical University (TMU),389,28.6,17.1,20,84.8,22.4,9.9,12
2021,297252,China (Mainland),Tianjin University,390,28.6,4.4,8.3,22.8,77.5,18.3,3.9
2021,295828,Malaysia,UCSI University,391,28.5,81.3,37,55.2,4.4,15.1,44.7
2021,297023,China (Mainland),Beijing Institute of Technology,392,28.4,8.4,5,40.6,49.7,20.7,12.5
2021,296751,South Korea,HUFS - Hankuk (Korea) University of Foreign Studies ,393,28.4,41.9,37.1,81.6,2.2,12.2,26.7
2021,294819,Italy,University of Naples - Federico II,394,28.4,1.1,2.8,5.9,59.7,33.9,13.9
2021,296537,Italy,Università Vita-Salute San Raffaele,395,28.4,4,2.6,99.6,31.3,3.9,1.6
2021,294971,China (Mainland),Huazhong University of Science and Technology,396,28.2,5.5,12.6,16.2,63.8,20,31.7
2021,297566,Philippines,University of the Philippines,397,28.2,1.4,1.4,48.4,2.4,34.1,40.8
2021,294098,Australia,La Trobe University,398,28.1,96.8,96.4,7.8,32.6,20,22.4
2021,297277,France,Université de Strasbourg,399,28.1,40.8,40.5,6.8,23.4,42.8,6.7
2021,295082,United States,"University of Colorado, Denver ",400,28.1,10.9,4.3,100,15.4,8.6,6.5
2021,295116,Russia,Peter the Great St. Petersburg Polytechnic University,401,28,84.9,18,81.4,4.3,11.4,9.8
2021,293643,Russia,National Research Tomsk Polytechnic University,402,28,80,11,83.4,6.9,10.1,11.9
2021,296762,South Korea,Chung-Ang University (CAU),403,27.9,28.4,14.8,74.4,11.9,13.6,28.4
2021,294878,Germany,Johannes Gutenberg Universit01t Mainz,404,27.9,20.1,32.8,53.4,20.8,22,14.2
2021,294136,Japan,Kobe University,405,27.9,9.7,7.2,52.8,15.5,24.4,34.8
2021,297238,Italy,University of Trento,406,27.9,6,24.4,15.7,54.7,27.5,11.8
2021,297182,South Africa,University of Witwatersrand,407,27.9,10.2,82.6,12.6,38.2,25.2,28.8
2021,297603,Finland,University of Oulu,408,27.7,8.1,52,31.8,49.4,16.5,16.9
2021,297394,Iran,Sharif University of Technology,409,27.6,2.7,4.5,9.8,87.9,11.9,27.4
2021,913795,Finland,Tampere University,410,27.6,7.1,31.3,26,38.7,25.6,23.4
2021,294620,Egypt,The American University in Cairo,411,27.5,3.1,93.1,43.5,5.8,24.6,28.4
2021,294434,United Kingdom,"Essex, University of",412,27.5,99.2,99.6,11.2,33.9,18.7,9
2021,297195,United States,Washington State University,413,27.5,9.2,61.3,15.7,38,27.9,19
2021,297113,Australia,Bond University,414,27.4,98.9,98.3,52.7,21.5,4.4,8.2
2021,297230,United States,Tulane University,415,27.4,20,14.7,86.6,16.5,10.7,5.7
2021,294032,United Kingdom,"Goldsmiths, University of London",416,27.2,96.4,86.7,18.3,26.7,20,8.7
2021,294807,Taiwan,National Sun Yat-sen University,417,27.2,10.2,15.6,33.8,36.1,25,18.2
2021,294564,United States,"University of California, Santa Cruz",418,27.2,14.8,55.8,7.9,67.8,19.9,4.5
2021,297236,Norway,University of Troms03 The Arctic University of Norway,419,27.2,8.9,72.5,75.3,12.1,13.2,2.3
2021,294083,Canada,Université Laval,420,27.1,29.8,69.1,29.1,28.9,20.1,23.5
2021,293558,Brazil,Universidade Federal de S00o Paulo,421,27.1,1.7,6.2,96.9,10.8,11.4,4.6
2021,294215,United States,University of Iowa,422,27.1,12,18.6,46.2,31.3,21.9,11.6
2021,294415,Australia,Flinders University,423,27,95.6,96.7,6,47.8,14.1,8
2021,297067,Lithuania,Vilnius University ,424,27,4.9,10.9,74.6,5.9,19.6,21.6
2021,296634,France,University of Bordeaux,425,26.9,37.8,49.6,34.5,10.7,32,5.2
2021,294247,United States,Illinois Institute of Technology,426,26.8,99.6,23,15.5,51.4,16.2,6.1
2021,296872,Colombia,Pontificia Universidad Javeriana,427,26.8,1.9,5.1,19.4,2.6,34.5,81
2021,294116,Russia,The National University of Science and Technology MISIS,428,26.6,75.9,15.7,73.8,10.1,9.1,14.4
2021,294754,Portugal,Universidade Nova de Lisboa,429,26.6,47.1,25.6,27.2,21.6,26.2,25.9
2021,297284,Switzerland,University of St.Gallen (HSG),430,26.6,83,100,8.3,29.4,9.5,59.8
2021,294525,Portugal,University of Coimbra,431,26.5,50.4,10,16,37.1,28.6,12.6
2021,297125,Czechia,Czech Technical University in Prague,432,26.4,48.1,24.4,49.5,7.5,18.4,38.9
2021,294548,Peru,Pontificia Universidad Catolica del Peru,433,26.4,1.7,4.6,23.4,1.9,36.6,62.7
2021,294412,Italy,University of Florence,434,26.4,21.2,8.5,7.5,44.4,34.4,6.5
2021,297258,United States,"The University of Tennessee, Knoxville",435,26.4,3.5,5.5,16.2,74.4,11.5,30.5
2021,296994,China (Mainland),Xiamen University,436,26.4,4.1,6.6,25.3,48.1,25.9,7
2021,297138,New Zealand,Auckland University of Technology (AUT),437,26.2,100,100,13.5,15.1,20.4,21.6
2021,297179,Germany,Julius-Maximilians-Universit01t Würzburg,438,26.2,11.1,47.4,5.9,75.4,15.8,5.1
2021,294494,Ireland,Dublin City University,439,26,45,68.5,35.9,15.5,17.7,28.4
2021,297475,Germany,Ruhr-Universit01t Bochum,440,26,32.3,27.4,2.2,59.8,22.6,14.7
2021,297140,Malaysia,Universiti Teknologi PETRONAS (UTP),441,26,22.5,83,32.5,25.6,15,29.8
2021,297592,South Africa,University of Johannesburg,442,26,49,86.8,43.2,16.6,12.9,19.7
2021,294521,United States,Colorado State University,443,25.9,6.8,24.8,54.3,21.3,18.3,16.8
2021,294618,Argentina,Universidad Austral,444,25.9,5.4,6,79.5,2.1,13.4,35.3
2021,294127,Germany,Universit01t Konstanz,445,25.9,24.1,63.9,33.9,22.4,23.5,7.3
2021,294604,Israel,Ben-Gurion University of The Negev,446,25.8,18.8,67.6,15.5,52.5,15.5,15.3
2021,294590,United States,Brandeis University,447,25.8,80.5,16.8,47.5,30.3,11.6,6.2
2021,294974,China (Mainland),University of Science and Technology Beijing,448,25.8,3.6,4,14.3,73.7,18.1,4.3
2021,297021,China (Mainland),Beihang University (former BUAA),449,25.7,5.9,9,27.4,64.3,15,4.9
2021,294568,United States,"University of California, Riverside",450,25.7,10.4,69.2,11.7,57.6,17.5,7.1
2021,296465,Spain,Universidad Politécnica de Madrid (UPM),451,25.6,34.5,3.4,21.5,12.5,28.4,53.5
2021,297479,Germany,Saarland University,452,25.6,42.9,15.9,74.6,12,11.6,5.3
2021,294063,Belgium,Université de Liège,453,25.6,53.8,47.9,22.7,32.8,18.3,19.9
2021,297105,United States,Boston College,454,25.5,19.5,22.7,37,24.1,22.6,19.7
2021,297404,Pakistan,Quaid-i-Azam University,455,25.5,1.5,3.2,2.4,84.5,13.7,22.7
2021,296757,South Korea,Dongguk University ,456,25.4,29.3,11.5,81.1,10.7,9.9,8.7
2021,294402,United States,Florida State University,457,25.4,4.8,15.7,12.9,31.3,26.8,46.6
2021,296664,Belgium,Hasselt University ,458,25.4,25.3,60.2,74,21.5,3.8,3.4
2021,297281,South Africa,Stellenbosch University,459,25.4,10,25.1,3.9,49.6,25.3,26.9
2021,297168,South Korea,The Catholic University of Korea ,460,25.4,4.7,2.6,96.2,16.9,5,2.4
2021,296820,Australia,University of Canberra,461,25.4,78.4,98.2,4,41.9,15,12
2021,297518,Australia,James Cook University,462,25.3,51.6,90,8.1,48.5,14.2,11
2021,297000,China (Mainland),South China University of Technology,463,25.3,5.2,13.6,18.8,75.6,12.6,3.3
2021,297637,Uruguay,Universidad ORT Uruguay,464,25.3,2,24.3,89.9,1.4,9.8,16.8
2021,297068,Turkey,Ko04 University,465,25.2,6.8,32.8,47.5,19.5,16.6,30.7
2021,294816,Taiwan,National Central University,466,25.2,22.1,15.4,32.8,31.4,21.3,18.2
2021,294605,Argentina,Universidad de Belgrano,467,25.2,36.5,7,91,1.1,6.5,18.2
2021,296893,Canada,University of Saskatchewan,468,25.2,51.3,76.6,26.5,38.7,11.7,8.9
2021,297175,Japan,Yokohama City University,469,25.2,2.5,4.5,99.9,10.2,6,2.4
2021,294241,India,Indian Institute of Technology Guwahati (IITG),470,25.1,1.4,,15.9,77.2,11.9,15
2021,296646,Finland,Lappeenranta-Lahti University of Technology LUT,471,25.1,25.5,47.6,20.4,64.3,7,15.4
2021,294285,Germany,Martin-Luther-Universit01t Halle-Wittenberg,472,25.1,11.5,,84.1,8.1,13.5,5
2021,297444,United States,Rensselaer Polytechnic Institute,473,25.1,52.4,14.7,24.9,60.3,9.6,7.6
2021,297274,United Kingdom,Swansea University,474,25,53.8,72.8,35.1,23.5,13.5,14
2021,297377,Saudi Arabia,Umm Al-Qura University,475,25,20.5,100,62.4,2.3,12.8,7.7
2021,297041,Australia,Western Sydney University,476,25,59.1,100,7.7,26.4,19,24.4
2021,296805,Iran,Amirkabir University of Technology,477,24.8,2.4,8.2,5.6,96,5,18.3
2021,294518,Canada,Concordia University,478,24.8,91.2,79.6,4.2,30.3,14.7,33.8
2021,294624,Greece,National Technical University of Athens,479,24.8,6.8,1.5,7.2,58.3,18.5,37.2
2021,293700,Cyprus,University of Cyprus (UCY),480,24.8,25.5,78.7,6.5,70.7,9.3,3.2
2021,296999,Ukraine,V. N. Karazin Kharkiv National University,481,24.8,70.9,1.4,72.9,1.9,11.2,15.9
2021,294766,United States,Wayne State University,482,24.8,9,16.2,73.5,20.4,10.2,5.3
2021,294065,Germany,Universit01t  Leipzig,483,24.7,18.2,,53.3,11.2,25,7.2
2021,294851,United States,"University of Missouri, Columbia",484,24.7,5.5,46.2,46,22.5,17,14.5
2021,294646,United Kingdom,Aberystwyth University,485,24.6,57.6,57.1,25.6,46.1,9.6,5.7
2021,297386,China (Mainland),Shandong University,486,24.6,4.6,10,20.9,57.4,15.5,18.6
2021,297280,United Kingdom,University of Stirling,487,24.6,69.7,71.4,19.2,38.6,11.1,13.7
2021,294537,Japan,Chiba University,488,24.5,5.9,6.9,70,15.7,15,6.1
2021,294963,Taiwan,National Taipei University of Technology,489,24.5,21.1,24.9,34.6,33.5,12.7,33.1
2021,295113,Kazakhstan,Auezov South Kazakhstan University (SKU),490,24.4,23.8,21.4,88.9,1,8.1,7.5
2021,297290,South Korea,Sogang University,491,24.4,27.5,10.1,43.3,12.9,17.8,40.6
2021,297121,Uruguay,Universidad de Montevideo (UM),492,24.3,3.6,20.6,79.9,1.2,12.7,16.5
2021,294682,Taiwan,Chang Gung University,493,24.2,7,3.1,59.6,46.6,4.7,4.2
2021,293893,Russia,Far Eastern Federal University,494,24.2,56,18.7,85.4,2.3,6.3,3.1
2021,294186,China (Mainland),Jilin University,495,24.2,3.2,12.4,49.9,25.2,14.9,23.1
2021,297287,China (Mainland),Southeast University,496,24.2,4.8,9.9,35.8,54.3,12.2,3.9
2021,297517,Brazil,UNESP,497,24.2,2.1,5.3,32,16.2,30.8,16.9
2021,293444,Cuba,Universidad de La Habana,498,24.1,5.5,2.4,70.5,2.4,16,25.8
2021,297522,United States,Oregon State University,499,23.9,18.7,32.6,31.5,35,17.8,7.3
2021,296405,Spain,Universidad de Alcalá,500,23.9,70.6,22.4,58.6,10.6,9.8,13.2
2021,294115,Finland,University of Eastern Finland,501,23.9,7.3,25.8,42.9,33.5,14.7,9
2021,294141,Germany,Christian-Albrechts-University zu Kiel,502,n/a,,,51.6,19,18.6,
2021,297016,China (Mainland),East China Normal University,503,n/a,26.3,72.8,31.9,31.6,,
2021,294259,Japan,Hitotsubashi University,504,n/a,20.7,22,26.5,,18,77.8
2021,294337,United States,The University of Georgia,505,n/a,,,,36.7,23.8,28.4
2021,294309,Spain,University of Granada,506,n/a,18.9,,,22.6,37.3,
2021,297429,Chile,Universidad de Santiago de Chile (USACH),507,n/a,,,,,34.6,60.8
2021,297124,Spain,Universidad de Zaragoza,508,n/a,,,57.4,,19.9,
2021,297143,Lebanon,University of Balamand,509,n/a,20.3,,90.5,,,
2021,294517,United States,University of Connecticut,510,n/a,29,41.7,,39,,
2021,294501,India,University of Delhi,511,n/a,,,,19.3,34.7,37.8
2021,297272,Hungary,University of Szeged,512,n/a,60.1,,52.7,,17.8,
2021,294627,United Kingdom,Aston University,513,n/a,35.6,95.8,,27.5,,37.5
2021,297648,Singapore,Singapore Management University,514,n/a,55.7,100,,27.8,,20.3
2021,294854,Italy,Università02Cattolica del Sacro Cuore,515,n/a,,,30.9,,25.1,35.1
2021,297487,Italy,"University of Rome ""Tor Vergata""",516,n/a,19.4,,,30,32.9,
2021,294791,France,Aix-Marseille University,517,n/a,23.6,21.4,,19.8,34.8,
2021,309623,France,Université de Montpellier,518,n/a,35,22.3,,39.8,20.1,
2021,294797,Austria,University of Klagenfurt,519,n/a,73,92.4,47.1,,,
2021,294053,Ireland,University of Limerick,520,n/a,22.4,84.7,,28.7,,24.9
2021,297199,Poland,Warsaw University of Technology,521,n/a,,,27.4,,24.7,53
2021,294643,Indonesia,Airlangga University,522,n/a,,20.7,39.4,,24.3,35.3
2021,293876,Saudi Arabia,Imam Abdulrahman Bin Faisal University (IAU),523,n/a,,96,74.7,,,
2021,296471,Russia,National Research Saratov State University,524,n/a,,,95.9,,,
2021,297478,Turkey,Sabanci University,525,n/a,,48.3,36.8,19.9,,21.4
2021,297229,Italy,University of Turin,526,n/a,,,,36.8,31.2,
2021,294607,Germany,University of Bayreuth,527,n/a,25.9,45.5,34.3,32.3,,
2021,297396,Hungary,University of Debrecen,528,n/a,88.5,,41.9,,17.2,
2021,293783,Italy,University of Milano-Bicocca ,529,n/a,,,,63,19.6,
2021,297163,South Korea,University of Ulsan ,530,n/a,,,64.8,32.6,,
2021,297389,Indonesia,IPB University (aka Bogor Agricultural University),531,n/a,,57.4,47.2,,17.6,21.7
2021,297122,South Korea,Inha University,532,n/a,,,75.9,,,
2021,294327,Germany,Justus-Liebig-University Giessen,533,n/a,,,,74.8,,
2021,297103,Czechia,Masaryk University,534,n/a,68.5,30.6,,,22.8,22.4
2021,294833,Japan,Nagasaki University,535,n/a,,,83.2,,,
2021,294972,China (Mainland),Northwestern Polytechnical University,536,n/a,,26.9,59.1,33.2,,
